sample_date,site_id,constituent,conc
1989-07-26,PRM,nh4_n_avg,NA
1989-07-26,PRM,no3_n_avg,67.42857142857143
1989-07-26,PRM,mg_avg,1.75375
1989-07-26,PRM,k_avg,0.69375
1989-08-01,PRM,ca_avg,6.15875
1989-08-01,PRM,nh4_n_avg,NA
1989-08-01,PRM,no3_n_avg,62.625
1989-08-01,PRM,mg_avg,1.5314285714285714
1989-08-01,PRM,k_avg,0.67625
1989-08-08,PRM,ca_avg,6.585714285714285
1989-08-08,PRM,nh4_n_avg,NA
1989-08-08,PRM,no3_n_avg,70.14285714285714
1989-08-08,PRM,mg_avg,1.65
1989-08-08,PRM,k_avg,0.6842857142857143
1989-08-15,PRM,ca_avg,6.252857142857143
1989-08-15,PRM,nh4_n_avg,NA
1989-08-15,PRM,no3_n_avg,73.71428571428571
1989-08-15,PRM,mg_avg,1.5783333333333334
1989-08-15,PRM,k_avg,0.6614285714285714
1989-08-22,PRM,ca_avg,6.252857142857143
1989-08-22,PRM,nh4_n_avg,NA
1989-08-22,PRM,no3_n_avg,73.71428571428571
1989-08-22,PRM,mg_avg,1.5783333333333334
1989-08-22,PRM,k_avg,0.6614285714285714
1989-08-29,PRM,ca_avg,6.136666666666667
1989-08-29,PRM,nh4_n_avg,NA
1989-08-29,PRM,no3_n_avg,84.33333333333333
1989-08-29,PRM,mg_avg,1.594
1989-08-29,PRM,k_avg,0.6566666666666666
1989-09-12,PRM,ca_avg,5.74
1989-09-12,PRM,nh4_n_avg,NA
1989-09-12,PRM,no3_n_avg,64
1989-09-12,PRM,mg_avg,1.898
1989-09-12,PRM,k_avg,0.755
1989-10-03,PRM,ca_avg,6.475
1989-10-03,PRM,nh4_n_avg,NA
1989-10-03,PRM,no3_n_avg,111.75
1989-10-03,PRM,mg_avg,2.17
1989-10-03,PRM,k_avg,0.9475
1989-10-10,PRM,ca_avg,6.5600000000000005
1989-10-10,PRM,nh4_n_avg,NA
1989-10-10,PRM,no3_n_avg,212.2
1989-10-10,PRM,mg_avg,2.094
1989-10-10,PRM,k_avg,1.078
1989-10-24,PRM,ca_avg,6.906
1989-10-24,PRM,nh4_n_avg,NA
1989-10-24,PRM,no3_n_avg,263.5
1989-10-24,PRM,mg_avg,2.194
1989-10-24,PRM,k_avg,1.21
1989-11-07,PRM,ca_avg,8.528333333333334
1989-11-07,PRM,nh4_n_avg,NA
1989-11-07,PRM,no3_n_avg,240.14285714285714
1989-11-07,PRM,mg_avg,2.1933333333333334
1989-11-07,PRM,k_avg,1.1316666666666666
1989-11-14,PRM,ca_avg,7.891666666666667
1989-11-14,PRM,nh4_n_avg,NA
1989-11-14,PRM,no3_n_avg,230.85714285714283
1989-11-14,PRM,mg_avg,2.4316666666666666
1989-11-14,PRM,k_avg,1.0366666666666666
1989-11-21,PRM,ca_avg,7.891666666666667
1989-11-21,PRM,nh4_n_avg,NA
1989-11-21,PRM,no3_n_avg,230.85714285714283
1989-11-21,PRM,mg_avg,2.4316666666666666
1989-11-21,PRM,k_avg,0.9328571428571428
1989-11-28,PRM,ca_avg,8.496666666666666
1989-11-28,PRM,nh4_n_avg,NA
1989-11-28,PRM,no3_n_avg,221.14285714285717
1989-11-28,PRM,mg_avg,2.5083333333333333
1989-11-28,PRM,k_avg,0.8814285714285715
1989-12-05,PRM,ca_avg,8.175714285714285
1989-12-05,PRM,nh4_n_avg,NA
1989-12-05,PRM,no3_n_avg,221.14285714285717
1989-12-05,PRM,mg_avg,2.407142857142857
1989-12-05,PRM,k_avg,0.98875
1989-12-12,PRM,ca_avg,8.735714285714286
1989-12-12,PRM,nh4_n_avg,NA
1989-12-12,PRM,no3_n_avg,149.57142857142856
1989-12-12,PRM,mg_avg,2.5114285714285716
1989-12-12,PRM,k_avg,0.915
1989-12-19,PRM,ca_avg,9.21857142857143
1989-12-19,PRM,nh4_n_avg,NA
1989-12-19,PRM,no3_n_avg,112.71428571428571
1989-12-19,PRM,mg_avg,2.572857142857143
1989-12-19,PRM,k_avg,0.8825000000000001
1989-12-26,PRM,ca_avg,9.15375
1989-12-26,PRM,nh4_n_avg,NA
1989-12-26,PRM,no3_n_avg,85.85714285714286
1989-12-26,PRM,mg_avg,2.5187500000000003
1989-12-26,PRM,k_avg,0.9
1990-01-02,PRM,ca_avg,9.0525
1990-01-02,PRM,nh4_n_avg,NA
1990-01-02,PRM,no3_n_avg,109.42857142857142
1990-01-02,PRM,mg_avg,2.47625
1990-01-02,PRM,k_avg,0.9077777777777778
1990-01-09,PRM,ca_avg,9.08125
1990-01-09,PRM,nh4_n_avg,NA
1990-01-09,PRM,no3_n_avg,138.71428571428572
1990-01-09,PRM,mg_avg,2.445
1990-01-09,PRM,k_avg,0.93
1990-01-16,PRM,ca_avg,9.74
1990-01-16,PRM,nh4_n_avg,NA
1990-01-16,PRM,no3_n_avg,181.85714285714286
1990-01-16,PRM,mg_avg,2.28625
1990-01-16,PRM,k_avg,1.0122222222222221
1990-01-23,PRM,ca_avg,9.663333333333334
1990-01-23,PRM,nh4_n_avg,NA
1990-01-23,PRM,no3_n_avg,163.125
1990-01-23,PRM,mg_avg,2.276666666666667
1990-01-23,PRM,k_avg,1.1088888888888888
1990-01-30,PRM,ca_avg,9.39375
1990-01-30,PRM,nh4_n_avg,NA
1990-01-30,PRM,no3_n_avg,172
1990-01-30,PRM,mg_avg,2.22
1990-01-30,PRM,k_avg,1.1322222222222222
1990-02-06,PRM,ca_avg,9.86125
1990-02-06,PRM,nh4_n_avg,NA
1990-02-06,PRM,no3_n_avg,170.66666666666666
1990-02-06,PRM,mg_avg,2.2911111111111113
1990-02-06,PRM,k_avg,1.0566666666666666
1990-02-13,PRM,ca_avg,8.98875
1990-02-13,PRM,nh4_n_avg,NA
1990-02-13,PRM,no3_n_avg,195.11111111111111
1990-02-13,PRM,mg_avg,2.1222222222222222
1990-02-13,PRM,k_avg,1.0744444444444445
1990-02-20,PRM,ca_avg,8.71
1990-02-20,PRM,nh4_n_avg,NA
1990-02-20,PRM,no3_n_avg,209.22222222222223
1990-02-20,PRM,mg_avg,2.106666666666667
1990-02-20,PRM,k_avg,1.0688888888888888
1990-02-27,PRM,ca_avg,8.305
1990-02-27,PRM,nh4_n_avg,NA
1990-02-27,PRM,no3_n_avg,243.88888888888889
1990-02-27,PRM,mg_avg,2.048888888888889
1990-02-27,PRM,k_avg,1.0855555555555556
1990-03-06,PRM,ca_avg,8.18625
1990-03-06,PRM,nh4_n_avg,NA
1990-03-06,PRM,no3_n_avg,220.33333333333334
1990-03-06,PRM,mg_avg,2.0533333333333332
1990-03-06,PRM,k_avg,1.08
1990-03-13,PRM,ca_avg,8.12375
1990-03-13,PRM,nh4_n_avg,NA
1990-03-13,PRM,no3_n_avg,210.22222222222223
1990-03-13,PRM,mg_avg,2.0633333333333335
1990-03-13,PRM,k_avg,1.0755555555555556
1990-03-20,PRM,ca_avg,8.08375
1990-03-20,PRM,nh4_n_avg,NA
1990-03-20,PRM,no3_n_avg,190.44444444444446
1990-03-20,PRM,mg_avg,2.042222222222222
1990-03-20,PRM,k_avg,1.0544444444444445
1990-03-27,PRM,ca_avg,8.2625
1990-03-27,PRM,nh4_n_avg,NA
1990-03-27,PRM,no3_n_avg,188
1990-03-27,PRM,mg_avg,2.0655555555555556
1990-03-27,PRM,k_avg,1.0333333333333332
1990-04-03,PRM,ca_avg,8.338888888888889
1990-04-03,PRM,nh4_n_avg,NA
1990-04-03,PRM,no3_n_avg,180.55555555555554
1990-04-03,PRM,mg_avg,2.0611111111111113
1990-04-03,PRM,k_avg,1.0322222222222222
1990-04-10,PRM,ca_avg,8.394444444444444
1990-04-10,PRM,nh4_n_avg,NA
1990-04-10,PRM,no3_n_avg,164.66666666666669
1990-04-10,PRM,mg_avg,2.0611111111111113
1990-04-10,PRM,k_avg,1.0266666666666666
1990-04-17,PRM,ca_avg,8.891111111111112
1990-04-17,PRM,nh4_n_avg,NA
1990-04-17,PRM,no3_n_avg,155.44444444444446
1990-04-17,PRM,mg_avg,2.138888888888889
1990-04-17,PRM,k_avg,1.0022222222222221
1990-04-24,PRM,ca_avg,9.083333333333334
1990-04-24,PRM,nh4_n_avg,NA
1990-04-24,PRM,no3_n_avg,143.33333333333334
1990-04-24,PRM,mg_avg,2.152222222222222
1990-04-24,PRM,k_avg,1.0077777777777777
1990-05-01,PRM,ca_avg,9.503333333333334
1990-05-01,PRM,nh4_n_avg,NA
1990-05-01,PRM,no3_n_avg,130.11111111111111
1990-05-01,PRM,mg_avg,2.207777777777778
1990-05-01,PRM,k_avg,0.9944444444444445
1990-05-08,PRM,ca_avg,9.551111111111112
1990-05-08,PRM,nh4_n_avg,NA
1990-05-08,PRM,no3_n_avg,140
1990-05-08,PRM,mg_avg,2.1944444444444446
1990-05-08,PRM,k_avg,1.0033333333333334
1990-05-15,PRM,ca_avg,9.3966666666666665
1990-05-15,PRM,nh4_n_avg,NA
1990-05-15,PRM,no3_n_avg,149.88888888888889
1990-05-15,PRM,mg_avg,2.16
1990-05-15,PRM,k_avg,1.0033333333333334
1990-05-22,PRM,ca_avg,9.324444444444445
1990-05-22,PRM,nh4_n_avg,NA
1990-05-22,PRM,no3_n_avg,155.88888888888889
1990-05-22,PRM,mg_avg,2.1555555555555554
1990-05-22,PRM,k_avg,0.9977777777777778
1990-05-29,PRM,ca_avg,8.854444444444445
1990-05-29,PRM,nh4_n_avg,NA
1990-05-29,PRM,no3_n_avg,181.11111111111111
1990-05-29,PRM,mg_avg,2.0633333333333335
1990-05-29,PRM,k_avg,0.9844444444444445
1990-06-05,PRM,ca_avg,8.975555555555555
1990-06-05,PRM,nh4_n_avg,NA
1990-06-05,PRM,no3_n_avg,175.11111111111111
1990-06-05,PRM,mg_avg,2.0944444444444446
1990-06-05,PRM,k_avg,0.9777777777777777
1990-06-12,PRM,ca_avg,8.913333333333334
1990-06-12,PRM,nh4_n_avg,NA
1990-06-12,PRM,no3_n_avg,190.22222222222223
1990-06-12,PRM,mg_avg,2.0844444444444443
1990-06-12,PRM,k_avg,0.9666666666666667
1990-06-19,PRM,ca_avg,8.998888888888889
1990-06-19,PRM,nh4_n_avg,NA
1990-06-19,PRM,no3_n_avg,163.55555555555554
1990-06-19,PRM,mg_avg,2.1355555555555554
1990-06-19,PRM,k_avg,0.9566666666666667
1990-06-26,PRM,ca_avg,8.342222222222222
1990-06-26,PRM,nh4_n_avg,NA
1990-06-26,PRM,no3_n_avg,187
1990-06-26,PRM,mg_avg,2.002222222222222
1990-06-26,PRM,k_avg,0.9544444444444444
1990-07-03,PRM,ca_avg,8.523333333333333
1990-07-03,PRM,nh4_n_avg,NA
1990-07-03,PRM,no3_n_avg,175.66666666666666
1990-07-03,PRM,mg_avg,2.0355555555555553
1990-07-03,PRM,k_avg,0.9299999999999999
1990-07-10,PRM,ca_avg,8.823333333333332
1990-07-10,PRM,nh4_n_avg,NA
1990-07-10,PRM,no3_n_avg,163.33333333333334
1990-07-10,PRM,mg_avg,2.1166666666666667
1990-07-10,PRM,k_avg,0.9166666666666666
1990-07-17,PRM,ca_avg,8.57
1990-07-17,PRM,nh4_n_avg,NA
1990-07-17,PRM,no3_n_avg,177.33333333333334
1990-07-17,PRM,mg_avg,2.01
1990-07-17,PRM,k_avg,0.8977777777777778
1990-07-24,PRM,ca_avg,8.762222222222222
1990-07-24,PRM,nh4_n_avg,NA
1990-07-24,PRM,no3_n_avg,171
1990-07-24,PRM,mg_avg,2.0355555555555553
1990-07-24,PRM,k_avg,0.8877777777777778
1990-07-31,PRM,ca_avg,9.19111111111111
1990-07-31,PRM,nh4_n_avg,NA
1990-07-31,PRM,no3_n_avg,154.11111111111111
1990-07-31,PRM,mg_avg,2.101111111111111
1990-07-31,PRM,k_avg,0.8855555555555555
1990-08-07,PRM,ca_avg,9.076666666666666
1990-08-07,PRM,nh4_n_avg,NA
1990-08-07,PRM,no3_n_avg,152.22222222222223
1990-08-07,PRM,mg_avg,2.0677777777777777
1990-08-07,PRM,k_avg,0.8744444444444445
1990-08-14,PRM,ca_avg,9.086666666666666
1990-08-14,PRM,nh4_n_avg,NA
1990-08-14,PRM,no3_n_avg,142.66666666666666
1990-08-14,PRM,mg_avg,2.0544444444444445
1990-08-14,PRM,k_avg,0.8688888888888888
1990-08-21,PRM,ca_avg,9.01
1990-08-21,PRM,nh4_n_avg,NA
1990-08-21,PRM,no3_n_avg,155.88888888888889
1990-08-21,PRM,mg_avg,2.0122222222222224
1990-08-21,PRM,k_avg,0.8655555555555555
1990-08-28,PRM,ca_avg,9.635555555555555
1990-08-28,PRM,nh4_n_avg,NA
1990-08-28,PRM,no3_n_avg,131.88888888888889
1990-08-28,PRM,mg_avg,2.1422222222222222
1990-08-28,PRM,k_avg,0.8522222222222222
1990-09-04,PRM,ca_avg,9.421111111111111
1990-09-04,PRM,nh4_n_avg,NA
1990-09-04,PRM,no3_n_avg,128.88888888888889
1990-09-04,PRM,mg_avg,2.1055555555555556
1990-09-04,PRM,k_avg,0.8422222222222222
1990-09-11,PRM,ca_avg,9.071111111111112
1990-09-11,PRM,nh4_n_avg,NA
1990-09-11,PRM,no3_n_avg,130.88888888888889
1990-09-11,PRM,mg_avg,2.0155555555555553
1990-09-11,PRM,k_avg,0.84
1990-09-18,PRM,ca_avg,9.212222222222222
1990-09-18,PRM,nh4_n_avg,NA
1990-09-18,PRM,no3_n_avg,108.55555555555556
1990-09-18,PRM,mg_avg,2.128888888888889
1990-09-18,PRM,k_avg,0.8344444444444444
1990-09-25,PRM,ca_avg,8.973333333333333
1990-09-25,PRM,nh4_n_avg,NA
1990-09-25,PRM,no3_n_avg,113.33333333333333
1990-09-25,PRM,mg_avg,2.0844444444444443
1990-09-25,PRM,k_avg,0.8266666666666667
1990-10-02,PRM,ca_avg,8.337777777777777
1990-10-02,PRM,nh4_n_avg,NA
1990-10-02,PRM,no3_n_avg,118.66666666666667
1990-10-02,PRM,mg_avg,1.9944444444444445
1990-10-02,PRM,k_avg,0.8111111111111111
1990-10-09,PRM,ca_avg,8.11
1990-10-09,PRM,nh4_n_avg,NA
1990-10-09,PRM,no3_n_avg,107
1990-10-09,PRM,mg_avg,1.96
1990-10-09,PRM,k_avg,0.8011111111111111
1990-10-16,PRM,ca_avg,7.933333333333334
1990-10-16,PRM,nh4_n_avg,NA
1990-10-16,PRM,no3_n_avg,112
1990-10-16,PRM,mg_avg,1.9744444444444444
1990-10-16,PRM,k_avg,0.7911111111111111
1990-10-23,PRM,ca_avg,8.05111111111111
1990-10-23,PRM,nh4_n_avg,NA
1990-10-23,PRM,no3_n_avg,117.25
1990-10-23,PRM,mg_avg,2.0355555555555553
1990-10-23,PRM,k_avg,0.7855555555555556
1990-10-30,PRM,ca_avg,7.89
1990-10-30,PRM,nh4_n_avg,NA
1990-10-30,PRM,no3_n_avg,126.125
1990-10-30,PRM,mg_avg,1.9877777777777779
1990-10-30,PRM,k_avg,0.77
1990-11-06,PRM,ca_avg,6.92
1990-11-06,PRM,nh4_n_avg,NA
1990-11-06,PRM,no3_n_avg,142.125
1990-11-06,PRM,mg_avg,1.7955555555555556
1990-11-06,PRM,k_avg,0.7633333333333333
1990-11-13,PRM,ca_avg,7.078888888888889
1990-11-13,PRM,nh4_n_avg,NA
1990-11-13,PRM,no3_n_avg,138.375
1990-11-13,PRM,mg_avg,1.83
1990-11-13,PRM,k_avg,0.7355555555555555
1990-11-20,PRM,ca_avg,7.238888888888889
1990-11-20,PRM,nh4_n_avg,NA
1990-11-20,PRM,no3_n_avg,141.75
1990-11-20,PRM,mg_avg,1.8266666666666667
1990-11-20,PRM,k_avg,0.7111111111111111
1990-11-27,PRM,ca_avg,7.511111111111111
1990-11-27,PRM,nh4_n_avg,NA
1990-11-27,PRM,no3_n_avg,134.25
1990-11-27,PRM,mg_avg,1.9833333333333334
1990-11-27,PRM,k_avg,0.7077777777777777
1990-12-04,PRM,ca_avg,7.547777777777777
1990-12-04,PRM,nh4_n_avg,NA
1990-12-04,PRM,no3_n_avg,137.375
1990-12-04,PRM,mg_avg,1.9633333333333334
1990-12-04,PRM,k_avg,0.7266666666666667
1990-12-11,PRM,ca_avg,7.78
1990-12-11,PRM,nh4_n_avg,NA
1990-12-11,PRM,no3_n_avg,152.375
1990-12-11,PRM,mg_avg,1.98
1990-12-11,PRM,k_avg,0.7277777777777777
1990-12-18,PRM,ca_avg,7.7877777777777775
1990-12-18,PRM,nh4_n_avg,NA
1990-12-18,PRM,no3_n_avg,152.375
1990-12-18,PRM,mg_avg,1.95
1990-12-18,PRM,k_avg,0.7077777777777777
1990-12-25,PRM,ca_avg,7.295555555555556
1990-12-25,PRM,nh4_n_avg,NA
1990-12-25,PRM,no3_n_avg,146.375
1990-12-25,PRM,mg_avg,2.062222222222222
1990-12-25,PRM,k_avg,0.66
1990-12-31,PRM,ca_avg,6.934444444444445
1990-12-31,PRM,nh4_n_avg,NA
1990-12-31,PRM,no3_n_avg,136.75
1990-12-31,PRM,mg_avg,2.1144444444444446
1990-12-31,PRM,k_avg,0.6533333333333333
1991-01-08,PRM,ca_avg,7.6322222222222225
1991-01-08,PRM,nh4_n_avg,NA
1991-01-08,PRM,no3_n_avg,139
1991-01-08,PRM,mg_avg,2.25
1991-01-08,PRM,k_avg,0.6488888888888888
1991-01-15,PRM,ca_avg,7.608888888888889
1991-01-15,PRM,nh4_n_avg,NA
1991-01-15,PRM,no3_n_avg,135.75
1991-01-15,PRM,mg_avg,2.2555555555555555
1991-01-15,PRM,k_avg,0.6622222222222223
1991-01-22,PRM,ca_avg,7.18
1991-01-22,PRM,nh4_n_avg,NA
1991-01-22,PRM,no3_n_avg,142.5
1991-01-22,PRM,mg_avg,2.1688888888888886
1991-01-22,PRM,k_avg,0.6688888888888889
1991-01-29,PRM,ca_avg,6.872222222222222
1991-01-29,PRM,nh4_n_avg,NA
1991-01-29,PRM,no3_n_avg,132.75
1991-01-29,PRM,mg_avg,2.0233333333333334
1991-01-29,PRM,k_avg,0.6577777777777778
1991-02-05,PRM,ca_avg,7.308888888888889
1991-02-05,PRM,nh4_n_avg,NA
1991-02-05,PRM,no3_n_avg,129.14285714285714
1991-02-05,PRM,mg_avg,2.1244444444444444
1991-02-05,PRM,k_avg,0.6266666666666667
1991-02-12,PRM,ca_avg,7.403333333333333
1991-02-12,PRM,nh4_n_avg,NA
1991-02-12,PRM,no3_n_avg,127.28571428571429
1991-02-12,PRM,mg_avg,2.148888888888889
1991-02-12,PRM,k_avg,0.8411111111111111
1991-02-19,PRM,ca_avg,7.225555555555555
1991-02-19,PRM,nh4_n_avg,NA
1991-02-19,PRM,no3_n_avg,131.875
1991-02-19,PRM,mg_avg,2.0966666666666667
1991-02-19,PRM,k_avg,0.8600000000000001
1991-02-26,PRM,ca_avg,7.50125
1991-02-26,PRM,nh4_n_avg,NA
1991-02-26,PRM,no3_n_avg,133.125
1991-02-26,PRM,mg_avg,1.9633333333333334
1991-02-26,PRM,k_avg,0.8911111111111111
1991-03-05,PRM,ca_avg,7.41875
1991-03-05,PRM,nh4_n_avg,NA
1991-03-05,PRM,no3_n_avg,121.625
1991-03-05,PRM,mg_avg,1.9511111111111112
1991-03-05,PRM,k_avg,0.8922222222222222
1991-03-12,PRM,ca_avg,7.551428571428572
1991-03-12,PRM,nh4_n_avg,NA
1991-03-12,PRM,no3_n_avg,105.57142857142857
1991-03-12,PRM,mg_avg,1.9975
1991-03-12,PRM,k_avg,0.92125
1991-03-19,PRM,ca_avg,6.807142857142857
1991-03-19,PRM,nh4_n_avg,NA
1991-03-19,PRM,no3_n_avg,100.71428571428571
1991-03-19,PRM,mg_avg,1.85
1991-03-19,PRM,k_avg,0.9225000000000001
1991-03-26,PRM,ca_avg,6.574285714285715
1991-03-26,PRM,nh4_n_avg,NA
1991-03-26,PRM,no3_n_avg,79.42857142857143
1991-03-26,PRM,mg_avg,1.84625
1991-03-26,PRM,k_avg,0.95125
1991-04-02,PRM,ca_avg,6.0928571428571425
1991-04-02,PRM,nh4_n_avg,NA
1991-04-02,PRM,no3_n_avg,82.71428571428572
1991-04-02,PRM,mg_avg,1.73125
1991-04-02,PRM,k_avg,0.97375
1991-04-15,PRM,ca_avg,4.887142857142857
1991-04-15,PRM,nh4_n_avg,NA
1991-04-15,PRM,no3_n_avg,71.5
1991-04-15,PRM,mg_avg,1.4075
1991-04-15,PRM,k_avg,0.735
1991-04-23,PRM,ca_avg,4.551666666666667
1991-04-23,PRM,nh4_n_avg,NA
1991-04-23,PRM,no3_n_avg,56.625
1991-04-23,PRM,mg_avg,1.3771428571428572
1991-04-23,PRM,k_avg,0.73125
1991-04-30,PRM,ca_avg,4.551666666666667
1991-04-30,PRM,nh4_n_avg,NA
1991-04-30,PRM,no3_n_avg,41.25
1991-04-30,PRM,mg_avg,1.1228571428571428
1991-04-30,PRM,k_avg,0.7457142857142857
1991-05-07,PRM,ca_avg,4.635
1991-05-07,PRM,nh4_n_avg,NA
1991-05-07,PRM,no3_n_avg,50.25
1991-05-07,PRM,mg_avg,0.9285714285714285
1991-05-07,PRM,k_avg,0.77
1991-05-14,PRM,ca_avg,4.635
1991-05-14,PRM,nh4_n_avg,NA
1991-05-14,PRM,no3_n_avg,52.22222222222222
1991-05-14,PRM,mg_avg,0.86875
1991-05-14,PRM,k_avg,0.77
1991-05-21,PRM,ca_avg,4.7
1991-05-21,PRM,nh4_n_avg,NA
1991-05-21,PRM,no3_n_avg,55
1991-05-21,PRM,mg_avg,0.8314285714285714
1991-05-21,PRM,k_avg,0.7733333333333333
1991-05-28,PRM,ca_avg,4.928
1991-05-28,PRM,nh4_n_avg,NA
1991-05-28,PRM,no3_n_avg,47.888888888888886
1991-05-28,PRM,mg_avg,0.7657142857142857
1991-05-28,PRM,k_avg,0.7633333333333333
1991-06-04,PRM,ca_avg,5.128
1991-06-04,PRM,nh4_n_avg,NA
1991-06-04,PRM,no3_n_avg,57.111111111111114
1991-06-04,PRM,mg_avg,0.7185714285714285
1991-06-04,PRM,k_avg,0.75
1991-06-11,PRM,ca_avg,5.136
1991-06-11,PRM,nh4_n_avg,NA
1991-06-11,PRM,no3_n_avg,68.55555555555556
1991-06-11,PRM,mg_avg,0.7285714285714285
1991-06-11,PRM,k_avg,0.7716666666666667
1991-06-18,PRM,ca_avg,5.034
1991-06-18,PRM,nh4_n_avg,NA
1991-06-18,PRM,no3_n_avg,63
1991-06-18,PRM,mg_avg,0.9271428571428572
1991-06-18,PRM,k_avg,0.8200000000000001
1991-06-25,PRM,ca_avg,4.958333333333333
1991-06-25,PRM,nh4_n_avg,NA
1991-06-25,PRM,no3_n_avg,59.111111111111114
1991-06-25,PRM,mg_avg,1.0899999999999999
1991-06-25,PRM,k_avg,0.81
1991-07-02,PRM,ca_avg,4.8585714285714285
1991-07-02,PRM,nh4_n_avg,NA
1991-07-02,PRM,no3_n_avg,59.111111111111114
1991-07-02,PRM,mg_avg,1.35
1991-07-02,PRM,k_avg,0.7857142857142857
1991-07-09,PRM,ca_avg,5.595714285714285
1991-07-09,PRM,nh4_n_avg,NA
1991-07-09,PRM,no3_n_avg,58.33333333333333
1991-07-09,PRM,mg_avg,1.61625
1991-07-09,PRM,k_avg,0.7728571428571429
1991-07-16,PRM,ca_avg,6.26
1991-07-16,PRM,nh4_n_avg,NA
1991-07-16,PRM,no3_n_avg,57.125
1991-07-16,PRM,mg_avg,1.96875
1991-07-16,PRM,k_avg,0.77375
1991-07-23,PRM,ca_avg,6.807777777777777
1991-07-23,PRM,nh4_n_avg,NA
1991-07-23,PRM,no3_n_avg,57.57142857142857
1991-07-23,PRM,mg_avg,2.0722222222222224
1991-07-23,PRM,k_avg,0.7666666666666667
1991-07-30,PRM,ca_avg,7.207777777777777
1991-07-30,PRM,nh4_n_avg,NA
1991-07-30,PRM,no3_n_avg,72.28571428571429
1991-07-30,PRM,mg_avg,2.3055555555555554
1991-07-30,PRM,k_avg,0.7988888888888889
1991-08-06,PRM,ca_avg,7.501111111111111
1991-08-06,PRM,nh4_n_avg,NA
1991-08-06,PRM,no3_n_avg,54.714285714285715
1991-08-06,PRM,mg_avg,2.46
1991-08-06,PRM,k_avg,0.8144444444444444
1991-08-13,PRM,ca_avg,8.184444444444445
1991-08-13,PRM,nh4_n_avg,NA
1991-08-13,PRM,no3_n_avg,43.42857142857143
1991-08-13,PRM,mg_avg,2.6633333333333336
1991-08-13,PRM,k_avg,0.8477777777777779
1991-08-20,PRM,ca_avg,8.598888888888888
1991-08-20,PRM,nh4_n_avg,NA
1991-08-20,PRM,no3_n_avg,52.142857142857146
1991-08-20,PRM,mg_avg,2.681111111111111
1991-08-20,PRM,k_avg,0.8222222222222223
1991-08-27,PRM,ca_avg,9.314444444444444
1991-08-27,PRM,nh4_n_avg,NA
1991-08-27,PRM,no3_n_avg,64.14285714285714
1991-08-27,PRM,mg_avg,2.756666666666667
1991-08-27,PRM,k_avg,0.8222222222222223
1991-09-03,PRM,ca_avg,9.527777777777779
1991-09-03,PRM,nh4_n_avg,NA
1991-09-03,PRM,no3_n_avg,80.14285714285714
1991-09-03,PRM,mg_avg,2.6966666666666668
1991-09-03,PRM,k_avg,0.8366666666666667
1991-09-10,PRM,ca_avg,9.283333333333333
1991-09-10,PRM,nh4_n_avg,NA
1991-09-10,PRM,no3_n_avg,80.42857142857143
1991-09-10,PRM,mg_avg,2.61
1991-09-10,PRM,k_avg,0.8411111111111111
1991-09-17,PRM,ca_avg,8.877777777777778
1991-09-17,PRM,nh4_n_avg,NA
1991-09-17,PRM,no3_n_avg,106
1991-09-17,PRM,mg_avg,2.4766666666666666
